Pasteuria dose (spores/mL),Metschnikowia dose (spores/mL),Replicate,Exposure date,Mortality date,Spore count date,Pasteuria spore count 1,Pasteuria spore count 2,Pasteuria spore count 3,Avg Pasteuria spore load at death (spores/mL),Metschnikowia spore count 1,Metschnikowia spore count 2,Metschnikowia spore count 3,Avg Metsch spore load at death (spores/mL),Condition of cadaver (1-3) ,Comments,Column1
2000,0,D,1/23/2018,2/16/2018,11/27/2018,0,0,0,0,0,0,0,0,,,
2000,0,E,1/23/2018,2/16/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,0,F,1/23/2018,2/23/2018,12/6/2018,290,300,289,2930000,0,0,0,0,,,
2000,0,G,1/23/2018,2/20/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
2000,0,H,1/23/2018,2/23/2018,12/6/2018,290,300,289,2930000,0,0,0,0,,,
2000,0,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,0,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,5,A,1/23/2018,2/15/2018,11/27/2018,117,123,108,1160000,0,0,0,0,,,
2000,5,B,1/23/2018,2/17/2018,11/28/2018,126,130,148,1346667,0,0,0,0,,,
2000,5,C,1/23/2018,2/19/2018,12/3/2018,13,4,4,70000,0,0,0,0,,,
2000,5,D,1/23/2018,2/27/2018,12/4/2018,12,11,9,106667,0,0,0,0,,,
2000,5,E,1/23/2018,2/23/2018,12/4/2018,38,37,57,440000,,,,#DIV/0!,,,
2000,5,F,1/23/2018,2/23/2018,1/1/2019,0,0,0,0,0,0,0,0,,,
2000,5,G,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,5,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,5,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,5,J,1/23/2018,2/27/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,hardcopy missing,
2000,50,A,1/23/2018,2/2/2018,3/28/2018,0,0,0,0,3,0,5,26667,,counted immature spores ,
2000,50,B,1/23/2018,2/3/2018,3/28/2018,0,0,0,0,27,42,37,353333,,,
2000,50,C,1/23/2018,2/9/2018,11/19/2018,0,0,0,0,113,103,NA,1080000,,,
2000,50,D,1/23/2018,2/16/2018,1/3/2018,189,168,182,1796667,0,0,0,0,,,
2000,50,E,1/23/2018,2/16/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
2000,50,F,1/23/2018,3/12/2018,12/21/2018,7,4,0,36667,0,0,0,0,,,
2000,50,G,1/23/2018,2/23/2018,12/21/2018,224,265,250,2463333,0,0,0,0,,,
2000,50,H,1/23/2018,3/12/2018,12/21/2018,21,17,18,186667,0,0,0,0,,,
2000,50,I,1/23/2018,2/23/2018,1/1/2019,7,NA,12,95000,0,0,0,0,,,
2000,50,J,1/23/2018,missing,,,,,,,,,,,,
2000,250,A,1/23/2018,2/3/2018,3/28/2018,0,0,0,0,53,59,50,540000,,,
2000,250,B,1/23/2018,2/5/2018,4/10/2018,0,0,0,0,59,42,64,550000,,all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL,
2000,250,C,1/23/2018,2/6/2018,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,,
2000,250,D,1/23/2018,2/8/2018,7/27/2018,0,0,0,0,113,123,113,1163333,,,
2000,250,E,1/23/2018,2/10/2018,1/3/2019,0,0,0,0,70,83,88,803333,,,
2000,250,F,1/23/2018,2/10/2018,11/26/2018,8,6,7,70000,108,87,114,1030000,,,
2000,250,G,1/23/2018,2/10/2018,12/3/2018,0,0,0,0,1,0,0,3333,,,
2000,250,H,1/23/2018,2/12/2018,7/25/2018,0,0,0,0,177,164,134,1583333,,,
2000,250,I,1/23/2018,2/12/2018,11/13/2018,0,0,0,0,99,136,118,1176667,,,
2000,250,J,1/23/2018,2/13/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
2000,500,A,1/23/2018,2/2/2018,3/22/2018,0,0,0,0,33,25,43,336667,,,
2000,500,B,1/23/2018,2/5/2018,4/4/2018,0,0,0,0,93,120,131,1146667,,,
2000,500,C,1/23/2018,2/5/2018,4/10/2018,0,0,0,0,57,46,83,620000,,all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL,
2000,500,D,1/23/2018,2/5/2018,4/10/2018,0,0,0,0,55,50,65,566667,,all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL,
2000,500,E,1/23/2018,2/8/2018,4/27/2018,0,0,0,0,117,88,110,1050000,,,
2000,500,F,1/23/2018,2/9/2018,7/17/2018,0,0,0,0,241,132,140,1710000,,,
2000,500,G,1/23/2018,2/9/2018,11/29/2018,15,31,5,170000,85,105,105,983333,,,
2000,500,H,1/23/2018,2/12/2018,1/12/2019,10,9,11,100000,151,121,125,1323333,,,
2000,500,I,1/23/2018,2/23/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
2000,500,J,1/23/2018,missing,,,,,,,,,,,,
2000,1000,A,1/23/2018,2/2/2018,3/22/2018,0,0,0,0,39,35,40,380000,,,
2000,1000,B,1/23/2018,2/8/2018,4/27/2018,0,0,0,0,101,106,110,1056667,,,
2000,1000,C,1/23/2018,2/9/2018,11/9/2018,0,0,0,0,70,84,102,853333,,,
2000,1000,D,1/23/2018,2/9/2018,12/17/2018,0,0,0,0,114,124,114,1173333,,,
2000,1000,E,1/23/2018,2/9/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
2000,1000,F,1/23/2018,2/9/2018,1/14/2019,39,45,31,383333,101,114,79,980000,,,
2000,1000,G,1/23/2018,2/9/2018,1/17/2019,0,1,0,3333,61,57,62,600000,,,
2000,1000,H,1/23/2018,2/10/2018,11/9/2018,0,0,0,0,91,88,92,903333,,,
2000,1000,I,1/23/2018,2/10/2018,12/17/2018,0,0,0,0,106,123,109,1126667,,,
2000,1000,J,1/23/2018,2/10/2018,12/17/2018,0,0,0,0,144,132,136,1373333,,,
2000,2000,A,1/23/2018,2/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
2000,2000,B,1/23/2018,2/5/2018,4/4/2018,0,0,0,0,68,60,62,633333,,,
2000,2000,C,1/23/2018,2/5/2018,4/10/2018,0,0,0,0,46,63,60,563333,,all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL,
2000,2000,D,1/23/2018,2/7/2018,4/12/2018,0,0,0,0,83,79,105,890000,,,
2000,2000,E,1/23/2018,2/9/2018,7/27/2019,0,0,0,0,109,125,142,1253333,,,
2000,2000,F,1/23/2018,2/9/2018,5/4/2018,0,0,0,0,152,144,155,1503333,,,
2000,2000,G,1/23/2018,2/10/2018,12/17/2018,0,0,0,0,127,148,114,1296667,,,
2000,2000,H,1/23/2018,2/10/2018,12/17/2019,0,0,0,0,83,97,83,876667,,,
2000,2000,I,1/23/2018,2/15/2018,11/13/2018,115,106,97,1060000,0,0,0,0,,,
2000,2000,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,0,A,1/23/2018,2/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,0,B,1/23/2018,2/16/2018,11/27/2018,0,0,0,0,0,0,0,0,,,
4000,0,C,1/23/2018,3/9/2018,11/30/2018,14,13,15,140000,0,0,0,0,,,
4000,0,D,1/23/2018,2/27/2018,12/21/2018,51,74,51,586667,0,0,0,0,,,
4000,0,E,1/23/2018,2/19/2018,12/21/2018,76,65,62,676667,0,0,0,0,,,
4000,0,F,1/23/2018,2/25/2018,1/1/2019,20,13,11,146667,0,0,0,0,,,
4000,0,G,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,0,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,0,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,0,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,5,A,1/23/2018,2/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,5,B,1/23/2018,2/9/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
4000,5,C,1/23/2018,2/13/2018,11/16/2019,0,0,0,0,125,113,110,1160000,,,
4000,5,D,1/23/2018,2/17/2018,11/28/2018,264,278,263,2683333,0,0,0,0,,,
4000,5,E,1/23/2018,2/19/2018,12/13/2019,1,0,0,3333,0,0,0,0,,,
4000,5,F,1/23/2018,2/23/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
4000,5,G,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,5,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,5,I,1/23/2018,3/21/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
4000,5,J,1/23/2018,3/21/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
4000,50,A,1/23/2018,2/2/2018,3/22/2018,0,0,0,0,34,28,33,316667,,,
4000,50,B,1/23/2018,2/10/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
4000,50,C,1/23/2018,2/15/2018,11/13/2018,202,186,174,1873333,0,0,0,0,,,
4000,50,D,1/23/2018,2/16/2018,11/28/2019,166,160,149,1583333,0,0,0,0,,,
4000,50,E,1/23/2018,2/9/2018,1/12/2018,0,0,0,0,78,147,110,1116667,,,
4000,50,F,1/23/2018,3/12/2018,12/4/2018,3,12,7,73333,0,0,0,0,,,
4000,50,G,1/23/2018,2/17/2018,12/21/2018,109,54,41,680000,0,0,0,0,,,
4000,50,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,50,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,50,J,1/23/2018,missing,,,,,,,,,,,,
4000,250,A,1/23/2018,2/2/2018,3/22/2018,0,0,0,0,58,40,54,506667,,,
4000,250,B,1/23/2018,2/8/2018,11/9/2018,5,3,6,46667,134,99,178,1370000,,,
4000,250,C,1/23/2018,2/8/2018,4/27/2018,0,0,0,0,145,146,129,1400000,,,
4000,250,D,1/23/2018,2/9/2018,12/18/2019,0,0,0,0,60,54,81,650000,,,
4000,250,E,1/23/2018,2/10/2018,5/4/2018,0,0,0,0,122,109,NA,1155000,,,
4000,250,F,1/23/2018,2/10/2018,7/18/2018,0,0,0,0,124,133,120,1256667,,,
4000,250,G,1/23/2018,2/10/2018,7/18/2018,30,24,23,256667,89,134,117,1133333,,,
4000,250,H,1/23/2018,2/10/2018,7/27/2018,0,0,0,0,87,72,84,810000,,,
4000,250,I,1/23/2018,2/13/2018,11/16/2018,0,0,0,0,122,95,136,1176667,,,
4000,250,J,1/23/2018,2/15/2018,11/15/2018,351,373,392,3720000,0,0,0,0,,,
4000,500,A,1/23/2018,2/3/2018,3/28/2018,0,0,0,0,36,37,35,360000,,,
4000,500,B,1/23/2018,2/8/2018,7/18/2018,0,0,0,0,160,155,161,1586667,,,
4000,500,C,1/23/2018,2/9/2018,7/18/2019,0,0,0,0,122,135,117,1246667,,,
4000,500,D,1/23/2018,2/9/2018,1/3/2019,19,31,NA,250000,130,145,NA,1375000,,,
4000,500,E,1/23/2018,2/9/2018,1/12/2019,0,0,0,0,74,98,89,870000,,,
4000,500,F,1/23/2018,2/9/2018,1/14/2019,0,0,0,0,79,53,63,650000,,,
4000,500,G,1/23/2018,2/10/2018,11/12/2018,1,7,29,123333,76,79,136,970000,,,
4000,500,H,1/23/2018,2/10/2018,11/26/2019,0,0,0,0,101,84,83,893333,,,
4000,500,I,1/23/2018,2/10/2018,1/12/2018,0,0,0,0,108,107,124,1130000,,,
4000,500,J,1/23/2018,3/6/2018,12/3/2018,28,25,27,266667,0,0,0,0,,,
4000,1000,A,1/23/2018,2/8/2018,11/9/2018,0,0,0,0,55,50,48,510000,,,
4000,1000,B,1/23/2018,2/9/2018,12/13/2018,0,0,0,0,106,95,125,1086667,,,
4000,1000,C,1/23/2018,2/10/2018,11/13/2018,0,0,0,0,93,98,212,1343333,,,
4000,1000,D,1/23/2018,2/10/2018,11/30/2018,89,72,69,766667,131,121,144,1320000,,,
4000,1000,E,1/23/2018,2/10/2018,1/12/2018,0,0,0,0,79,107,77,876667,,,
4000,1000,F,1/23/2018,2/10/2018,1/14/2018,12,11,na,115000,106,116,na,1110000,,,
4000,1000,G,1/23/2018,2/10/2018,1/14/2018,0,0,0,0,120,104,118,1140000,,,
4000,1000,H,1/23/2018,2/12/2018,11/30/2018,0,0,0,0,76,66,71,710000,,,
4000,1000,I,1/23/2018,2/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
4000,1000,J,1/23/2018,2/19/2018,1/1/2019,77,73,88,793333,0,0,0,0,,,
4000,2000,A,1/23/2018,2/6/2018,4/11/2018,0,0,0,0,88,53,84,750000,,,
4000,2000,B,1/23/2018,2/6/2018,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,,
4000,2000,C,1/23/2018,2/9/2018,7/27/2018,0,0,0,0,71,61,76,693333,,,
4000,2000,D,1/23/2018,2/9/2018,12/13/2019,3,0,6,30000,99,103,125,1090000,,,
4000,2000,E,1/23/2018,2/10/2018,11/16/2018,42,54,35,436667,97,94,93,946667,,,
4000,2000,F,1/23/2018,2/10/2018,1/12/2018,22,24,18,213333,101,87,74,873333,,,
4000,2000,G,1/23/2018,2/12/2018,11/15/2018,44,30,30,346667,90,83,104,923333,,,
4000,2000,H,1/23/2018,2/12/2018,1/17/2019,0,0,0,0,88,76,75,796667,,,
4000,2000,I,1/23/2018,2/25/2018,12/18/2018,9,16,15,133333,0,0,0,0,,,
4000,2000,J,1/23/2018,2/20/2018,12/21/2018,40,35,53,426667,0,0,0,0,,,
8000,0,A,1/23/2018,1/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,0,B,1/23/2018,2/12/2018,11/16/2018,2,0,0,6667,9,0,0,30000,,,
8000,0,C,1/23/2018,2/25/2018,12/13/2018,7,4,11,73333,0,0,0,0,,,
8000,0,D,1/23/2018,3/26/2018,12/13/2018,332,284,242,2860000,0,0,0,0,,,
8000,0,E,1/23/2018,2/19/2018,12/18/2018,100,98,75,910000,0,0,0,0,,,
8000,0,F,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,0,G,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,0,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,0,I,1/23/2018,missing,,,,,,,,,,,,
8000,0,J,1/23/2018,missing,,,,,,,,,,,,
8000,5,A,1/23/2018,2/17/2018,11/12/2019,290,302,298,2966667,0,0,0,0,,,
8000,5,B,1/23/2018,2/17/2018,12/3/2018,25,12,27,213333,0,0,0,0,,,
8000,5,C,1/23/2018,2/20/2018,12/3/2018,1,0,0,3333,0,0,0,0,,,
8000,5,D,1/23/2018,2/25/2018,12/3/2018,6,12,10,93333,0,0,0,0,,,
8000,5,E,1/23/2018,3/12/2018,12/6/2018,0,0,0,0,0,0,0,0,,,
8000,5,F,1/23/2018,3/12/2018,12/13/2018,30,34,42,353333,0,0,0,0,,,
8000,5,G,1/23/2018,2/25/2018,12/18/2019,0,0,0,0,0,0,0,0,,,
8000,5,H,1/23/2018,2/19/2018,1/1/2019,10,9,14,110000,0,0,0,0,,,
8000,5,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,5,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,50,A,1/23/2018,1/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,50,B,1/23/2018,2/10/2018,7/17/2018,0,0,0,0,250,136,121,1690000,,,
8000,50,C,1/23/2018,2/16/2018,11/28/2018,110,88,116,1046667,0,0,0,0,,,
8000,50,D,1/23/2018,2/17/2018,11/28/2018,225,282,227,2446667,0,0,0,0,,,
8000,50,E,1/23/2018,3/21/2018,11/30/2018,201,203,198,2006667,0,0,0,0,,,
8000,50,F,1/23/2018,3/21/2018,12/4/2018,38,37,57,440000,0,0,0,0,,,
8000,50,G,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,50,H,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,50,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,50,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,250,A,1/23/2018,1/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,250,B,1/23/2018,2/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,250,C,1/23/2018,2/5/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,250,D,1/23/2018,2/5/2018,4/11/2018,0,0,0,0,53,56,59,560000,,,
8000,250,E,1/23/2018,2/9/2018,12/18/2018,0,0,0,0,67,56,41,546667,,,
8000,250,F,1/23/2018,2/10/2018,11/9/2018,0,0,0,0,57,78,83,726667,,,
8000,250,G,1/23/2018,2/15/2018,7/27/2018,63,58,88,696667,1,0,1,6667,,,
8000,250,H,1/23/2018,2/17/2018,11/15/2019,29,42,35,353333,0,0,0,0,,,
8000,250,I,1/23/2018,3/1/2018,1/1/2019,222,230,246,2326667,0,0,0,0,,,
8000,250,J,1/23/2018,3/21/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
8000,500,A,1/23/2018,2/2/2018,3/28/2018,0,0,0,0,11,8,11,100000,,,
8000,500,B,1/23/2018,2/5/2018,4/10/2018,0,0,0,0,49,59,59,556667,,all counts from 4/10/18 used 7.97 uL sample volume instead of the usual 10 uL,
8000,500,C,1/23/2018,2/7/2018,4/26/2018,missing,missing,missing,missing,missing,missing,missing,missing,,Hardcopy missing?,
8000,500,D,1/23/2018,2/6/2018,4/11/2018,0,0,0,0,74,79,85,793333,,,
8000,500,E,1/23/2018,2/9/2018,5/4/2018,0,0,0,0,94,79,93,886667,,,
8000,500,F,1/23/2018,2/9/2018,7/17/2018,105,81,82,893333,92,85,168,1150000,,,
8000,500,G,1/23/2018,2/9/2018,11/12/2018,2,4,1,23333,113,101,112,1086667,,,
8000,500,H,1/23/2018,2/9/2018,12/17/2018,0,0,0,0,53,55,63,570000,,,
8000,500,I,1/23/2018,2/12/2018,,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,500,J,1/23/2018,2/15/2018,7/25/2018,147,124,160,1436667,0,0,0,0,,,
8000,1000,A,1/23/2018,2/5/2018,4/26/2018,0,0,0,0,94,103,107,1013333,,Hardcopy missing?,
8000,1000,B,1/23/2018,2/6/2018,4/11/2018,0,0,0,0,75,62,89,753333,,,
8000,1000,C,1/23/2018,2/7/2018,4/26/2018,0,0,0,0,54,56,67,590000,,,
8000,1000,D,1/23/2018,2/9/2018,1/14/2018,0,0,0,0,45,59,69,576667,,,
8000,1000,E,1/23/2018,2/10/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,lost cadaver,
8000,1000,F,1/23/2018,2/14/2018,7/25/2018,186,164,176,1753333,0,0,0,0,,,
8000,1000,G,1/23/2018,2/17/2018,7./25/18,104,101,83,960000,0,0,0,0,,,
8000,1000,H,1/23/2018,2/17/2018,12/21/2018,2,1,2,16667,0,0,0,0,,,
8000,1000,I,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,1000,J,1/23/2018,3/26/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
8000,2000,A,1/23/2018,1/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
8000,2000,B,1/23/2018,2/2/2018,3/28/2018,0,0,0,0,34,24,23,270000,,,
8000,2000,C,1/23/2018,2/8/2018,4/27/2018,0,0,0,0,63,69,61,643333,,,
8000,2000,D,1/23/2018,2/9/2018,11/12/2019,3,3,11,56667,101,97,104,1006667,,,
8000,2000,E,1/23/2018,2/10/2018,5/4/2018,0,0,0,0,128,83,66,923333,,,
8000,2000,F,1/23/2018,2/10/2018,missing,missing,missing,missing,missing,missing,missing,missing,missing,,,
8000,2000,G,1/23/2018,2/19/2018,12/6/2018,12,17,10,130000,0,0,0,0,,,
8000,2000,H,1/23/2018,3/21/2018,11/30/2018,5,7,4,53333,0,0,0,0,,,
8000,2000,I,1/23/2018,2/19/2018,12/4/2018,33,28,35,320000,0,0,0,0,,,
8000,2000,J,1/23/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
